CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
"11,121",CO\\N=C(\\C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,523.55,C19H17N5O7S3,NCGC00167978-02,NCATS,3,"NCGC00167543-04,NCGC00167543-08,NCGC00167978-02"
"11,122",CC(C(O)=O)c1ccc2Oc3ncccc3Cc2c1,255.27,C15H13NO3,NCGC00167980-02,NCATS,2,"NCGC00167980-02,NCGC00167980-02"
"11,123",COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@H]6CCCCO6)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1,627.64,C32H37NO12,NCGC00167982-02,NCATS,1,NCGC00167982-04
"11,124",COC1=CC2=C(CC3C4CCCC[C@@]24CCN3C)C=C1,271.4,C18H25NO,NCGC00168041-01,NCATS,1,NCGC00168041-01
"11,125",COC1=NN(C(=N1)C1=CC=C2OCOC2=C1)C1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1,460.51,C24H20N4O4S,NCGC00168109-01,NCATS,0,
"11,126",CN1CCN(CC1)C1=CC(NC2=CC(C)=NN2)=NC(SC2=CC=C(NC(=O)C3CC3)C=C2)=N1,464.59,C23H28N8OS,NCGC00168110-01,NCATS,0,
"11,127",Cl.Cc1ncc2CN=C(c3ccccc3F)c3cc(Cl)ccc3-n12,362.23,C18H14Cl2FN3,NCGC00168254-02,NCATS,1,NCGC00168254-02
"11,128",Cl.C[C@H](N)C(=O)c1ccccc1,185.65,C9H12ClNO,NCGC00168262-02,NCATS,1,NCGC00168262-02
"11,129",CCN(CC)C(=O)[C@H]1CN(C)[C@@H]2Cc3cnc4cccc(C2=C1)c34,322.43,C20H24N3O,NCGC00168265-02,NCATS,0,
"11,130",Cl.CNC(C)Cc1ccc2OCOc2c1,229.7,C11H16ClNO2,NCGC00168266-02,NCATS,1,NCGC00168266-02
"11,131",Cl.COc1cc(C[C@@H](C)N)c(OC)cc1Br,310.62,C11H17BrClNO2,NCGC00168267-02,NCATS,0,
"11,132",Cl.COc1ccc(OC)c(CC(C)N)c1,231.72,C11H18ClNO2,NCGC00168269-02,NCATS,1,NCGC00168269-02
"11,133",CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02"
"11,134",CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02"
"11,135",CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02"
"11,136",CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02"
"11,137",CC(C)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,236.28,C11H16N4O2,NCGC00168348-03,NCATS,1,NCGC00168348-03
"11,138",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,331.41,C19H25NO4,NCGC00168352-02,NCATS,1,NCGC00168352-02
"11,139",Cc1ccc(cc1)S([O-])(=O)=O.CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,510.17,C28H44ClNO3S,NCGC00168464-04,NCATS,0,
"11,140",CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,315.48,C19H25NOS,NCGC00168748-02,NCATS,0,
"11,141",OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,284.25,C15H9FN2O3,NCGC00168759-04,NCATS,2,"NCGC00168759-05,NCGC00168759-05"
"11,142",OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,284.25,C15H9FN2O3,NCGC00168759-05,NCATS,2,"NCGC00168759-05,NCGC00168759-04"
"11,143",CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.67,C27H37N3O7S,NCGC00168773-01,NCATS,2,"NCGC00168773-01,Darunavir"
"11,144",CS(O)(=O)=O.C#CCN[C@@H]1CCc2ccccc12,267.34,C13H17NO3S,NCGC00168774-01,NCATS,4,"NCGC00168774-02,NCGC00168774-01,NCGC00168774-02,NCGC00168774-02"
"11,145",CS(O)(=O)=O.C#CCN[C@@H]1CCc2ccccc12,267.34,C13H17NO3S,NCGC00168774-02,NCATS,4,"NCGC00168774-02,NCGC00168774-01,NCGC00168774-02,NCGC00168774-01"
"11,146",CC(C)Nc1cccnc1N1CCN(CC1)C(=O)c1cc2cc(NS(C)(=O)=O)ccc2n1,455.56,C22H27N6O3S,NCGC00168776-03,NCATS,2,"NCGC00168776-03,NCGC00168776-03"
"11,147",CN1CC(=O)N2[C@H](Cc3c(nc4ccccc34)[C@H]2c2ccc3OCOc3c2)C1=O,388.4,C22H18N3O4,NCGC00168781-01,NCATS,3,"NCGC00263909-02,NCGC00263909-02,NCGC00263909-02"
"11,148",Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,299.66,C9H12ClF2N3O4,NCGC00168784-01,NCATS,2,"NCGC00168784-03,NCGC00168784-03"
"11,149",Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,299.66,C9H12ClF2N3O4,NCGC00168784-03,NCATS,2,"NCGC00168784-03,NCGC00168784-01"
"11,150",ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,407.64,C17H9Cl3N4O2,NCGC00168785-02,NCATS,1,NCGC00168785-02
"11,151",CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,426.73,C30H50O,NCGC00168853-03,NCATS,1,NCGC00168853-03
"11,152",OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,300.31,C14H20O7,NCGC00169145-02,NCATS,4,"NCGC00185775-01,NCGC00169145-02,NCGC00169145-02,NCGC00169145-03"
"11,153",C1OC2=C(O1)C=C(C=C2)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC2=C(OCO2)C=C1,354.36,C20H18O6,NCGC00169864-03,NCATS,1,NCGC00169864-03
"11,154",C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,281.35,C15H23NO4,NCGC00169964-05,NCATS,5,"NCGC00017363-18,NCGC00017363-10,CHEMBL123292,CHEMBL123292,CHEMBL123292"
"11,155",COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC,339.39,C20H21NO4,NCGC00173359-04,NCATS,1,NCGC00173359-06
"11,156",COC1=C(OC)C2=C(CC3N(CCC4=C3C=C3OCOC3=C4)C2)C=C1,339.39,C20H21NO4,NCGC00173359-06,NCATS,1,NCGC00173359-04
"11,157",O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1CCCN=C1\\C=C\\c1cccs1,356.39,C15H20N2O6S,NCGC00174007-04,NCATS,2,"NCGC00174007-04,NCGC00174007-04"
"11,158",CCC(O)=O.CCC(O)=O.O=C(Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1,496.57,C25H32N6O5,NCGC00174046-02,NCATS,1,NCGC00174046-02
"11,159",CC(=O)OC[C@@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O,370.31,C15H18N2O9,NCGC00174736-02,NCATS,2,"NCGC00174736-02,NCGC00174736-02"
"11,160",CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,410.51,C22H34O7,NCGC00177971-03,NCATS,1,NCGC00177971-03
"11,161",Cl.CN1CCCC(CC1)N1N=C(Cc2ccc(Cl)cc2)c2ccccc2C1=O,418.36,C22H25Cl2N3O,NCGC00177979-05,NCATS,1,NCGC00177979-05
"11,162",O[N+]([O-])=O.Clc1ccc(CO\\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,492.13,C18H14Cl4N4O4,NCGC00177980-03,NCATS,1,CHEMBL1200836
"11,163",CS(O)(=O)=O.CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCN(C)CC1,429.46,C18H24FN3O6S,NCGC00177986-02,NCATS,1,NCGC00177986-02
"11,164",CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,333.36,C17H20FN3O3,NCGC00177986-04,NCATS,1,NCGC00177986-04
"11,165",Cl.OC(=O)C1=CN(c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2C1=O,421.83,C20H18ClF2N3O3,NCGC00177995-02,NCATS,2,"NCGC00177995-02,NCGC00177995-02"
"11,166",OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,385.37,C20H17F2N3O3,NCGC00177995-04,NCATS,0,
"11,167",O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H](N)[C@H](O)c1cccc(O)c1,317.29,C13H19NO8,NCGC00178024-05,NCATS,2,"NCGC00178024-05,NCGC00178024-05"
"11,168",Cl.CC(N)CCCC(C)(C)O,181.7,C8H20ClNO,NCGC00178043-05,NCATS,1,NCGC00178043-05
"11,169",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,747.96,C38H69NO13,NCGC00178054-05,NCATS,2,"NCGC00178054-06,NCGC00178054-05"
"11,170",Cl.CC(CN1CCCCC1)C(=O)c1ccc(C)cc1,281.82,C16H24ClNO,NCGC00178060-03,NCATS,2,"NCGC00178060-03,NCGC00178060-03"
"11,171",Cl.Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1,366.33,C20H25Cl2NO,NCGC00178069-05,NCATS,1,NCGC00178069-05
"11,172",Cl.NCC(=O)CCC(O)=O,167.59,C5H10ClNO3,NCGC00178086-03,NCATS,2,"NCGC00178086-03,NCGC00178086-03"
"11,173",CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,416.52,C23H32N2O5,NCGC00178127-02,NCATS,4,"NCGC00178127-02,NCGC00178127-02,NCGC00178127-04,Ramipril"
"11,174",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,416.52,C23H32N2O5,NCGC00178127-04,NCATS,4,"NCGC00178127-02,NCGC00178127-02,NCGC00178127-02,Ramipril"
"11,175",Cl.COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,322.84,C16H23ClN4O,NCGC00178145-03,NCATS,2,"NCGC00178145-03,NCGC00178145-03"
"11,176",CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,284.74,C16H13ClN2O,NCGC00178168-04,NCATS,0,
"11,177",OC(=O)C(O)=O.CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12,473.57,C26H35NO7,NCGC00178213-05,NCATS,1,NCGC00178213-05
"11,178",[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)c1ccccc1,333.34,C13H16N3NaO4S,NCGC00178220-05,NCATS,2,"NCGC00178220-05,NCGC00178220-05"
"11,179",Cl.COc1ccc(OC)c(c1)C(O)CNC(=O)CN,290.74,C12H19ClN2O4,NCGC00178238-05,NCATS,2,"NCGC00178238-05,NCGC00178238-05"
"11,180",[Cl-][Pt]1([Cl-])NCCN1,324.07,C2H6Cl2N2Pt,NCGC00178241-04,NCATS,2,"NCGC00178241-04,NCGC00178241-04"
"11,181",Cl.CCN(CC)CCOC(=O)C(C1CCCCC1)c1ccccc1,353.93,C20H32ClNO2,NCGC00178252-05,NCATS,0,
"11,182",[Cl-].C[n+]1ccccc1\\C=N\\O,172.61,C7H9ClN2O,NCGC00178286-05,NCATS,2,"NCGC00178286-05,NCGC00178286-05"
"11,183",[Na+].[Na+].[Na+].[O-]C(=O)P([O-])([O-])=O,191.95,CNa3O5P,NCGC00178317-03,NCATS,2,"NCGC00178317-03,NCGC00178317-03"
"11,184",[Na+].[O-]S(=O)(=O)CCS,164.17,C2H5NaO3S2,NCGC00178318-04,NCATS,4,"NCGC00178318-04,NCGC00178318-04,NCGC00181166-01,NCGC00181166-01"
"11,185",CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,356.21,C12H15Cl2NO5S,NCGC00178319-06,NCATS,1,NCGC00178319-06
"11,186",C[S+]([O-])(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,356.21,C12H15Cl2NO5S,NCGC00178319-07,NCATS,0,
"11,187",Cl.CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1,387.83,C19H21ClF3NO2,NCGC00178369-05,NCATS,0,
"11,188",Nc1ccc(cc1)S(=O)(=O)Nc1cnc2ccccc2n1,300.34,C14H12N4O2S,NCGC00178376-05,NCATS,2,"NCGC00178376-05,NCGC00178376-05"
"11,189",OS(O)(=O)=O.CCCCCC(C)N.CCCCCC(C)N,328.51,C14H36N2O4S,NCGC00178382-03,NCATS,1,NCGC00178382-03
"11,190",Cl.CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1,359.89,C21H26ClNO2,NCGC00178395-04,NCATS,1,NCGC00178395-04
"11,191",C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,394.44,C21H27FO6,NCGC00178404-03,NCATS,3,"NCGC00178404-03,NCGC00178404-03,Triamcinolone acetonide"
"11,192",OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,552.55,C17H36N4O14S,NCGC00178417-03,NCATS,2,"NCGC00178417-03,NCGC00178417-03"
"11,193",O.O[C@H]1CC[C@H]2CN3CCc4c(nc5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(O)=O,357.43,C20H25N2O4,NCGC00178432-05,NCATS,1,NCGC00178432-05
"11,194",Cl.[Cl-].COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4,681.65,C37H42Cl2N2O6,NCGC00178480-03,NCATS,2,"NCGC00178480-03,NCGC00178480-03"
"11,195",NC1=NC(=CS1)C(=N\\O)\\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,395.41,C14H13N5O5S2,NCGC00178499-03,NCATS,2,"NCGC00178499-08,NCGC00178499-03"
"11,196",CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,265.22,C8H15N3O7,NCGC00178500-07,NCATS,2,"NCGC00178500-07,NCGC00178500-07"
"11,197",Cl.CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,412.59,C14H21Br2ClN2,NCGC00178520-03,NCATS,0,
"11,198",CN(CC1=C(N)C(Br)=CC(Br)=C1)C1CCCCC1,376.14,C14H20Br2N2,NCGC00178520-05,NCATS,2,"NCGC00178520-05,Bromhexine"
"11,199",ClCCN(CCCl)CCCl,204.52,C6H12Cl3N,NCGC00178521-03,NCATS,1,NCGC00178521-03
"11,200",C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,361.37,C18H20FN3O4,NCGC00178529-03,NCATS,1,NCGC00178529-06
"11,201",OC(=O)C(O)=O.CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,414.43,C22H23FN2O5,NCGC00178555-02,NCATS,1,NCGC00178555-02
"11,202",O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CN1CCCN=C1\\C=C\\c1sccc1C,370.42,C16H22N2O6S,NCGC00178575-05,NCATS,2,"NCGC00178575-05,NCGC00178575-05"
"11,203",Cl.CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,324.89,C18H29ClN2O,NCGC00178579-04,NCATS,2,"NCGC00178579-04,NCGC00178579-04"
"11,204",O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,180.16,C6H12O6,NCGC00178580-03,NCATS,2,"NCGC00159409-08,NCGC00178580-03"
"11,205",Cl.CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1N=C(N)NC2=O,360.8,C13H21ClN6O4,NCGC00178638-02,NCATS,2,"NCGC00178638-02,NCGC00178638-02"
"11,206",CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,324.34,C13H20N6O4,NCGC00178638-04,NCATS,2,"NCGC00178638-13,NCGC00178638-04"
"11,207",Cl.CCc1c2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,623.15,C33H39ClN4O6,NCGC00178697-04,NCATS,2,"NCGC00178697-04,NCGC00178697-04"
"11,208",CCC1=C2C=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,586.69,C33H38N4O6,NCGC00178697-05,NCATS,1,Irinotecan
"11,209",CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.41,C16H28N2O4,NCGC00178698-04,NCATS,4,"NCGC00095191-16,NCGC00095191-12,NCGC00178698-04,Oseltamivir"
"11,210",CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,259.35,C16H21NO2,NCGC00178707-03,NCATS,2,"NCGC00095187-08,NCGC00178707-03"
"11,211",CS(O)(=O)=O.CO\\N=C1/CN(CC1CN)c1nc2N(C=C(C(O)=O)C(=O)c2cc1F)C1CC1,485.49,C19H24FN5O7S,NCGC00178711-03,NCATS,1,NCGC00178711-03
"11,212",CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,339.36,C12H21NO8S,NCGC00178714-04,NCATS,2,"NCGC00178714-04,NCGC00178714-04"
"11,213",N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,407.32,C16H15F6N5O,NCGC00178734-03,NCATS,4,"NCGC00178734-13,NCGC00178734-06,NCGC00178734-03,Sitagliptin"
"11,214",O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc12.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc12,746.98,C40H50N4O6S2,NCGC00178737-05,NCATS,0,
"11,215",CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](Cc1ccccc1)C(O)=O,317.43,C19H27NO3,NCGC00178741-03,NCATS,2,"NCGC00095121-16,NCGC00178741-03"
"11,216",OP(O)(O)=O.OP(O)(O)=O.COc1cc(NC(C)CCCN)c2ncccc2c1,455.34,C15H27N3O9P2,NCGC00178754-06,NCATS,0,
"11,217",O.[Na+].Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O)-c1c(Cl)cccc1Cl,510.32,C19H18Cl2N3NaO6S,NCGC00178782-04,NCATS,2,"NCGC00178782-04,NCGC00178782-04"
"11,218",OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,581.59,C18H39N5O14S,NCGC00178790-03,NCATS,1,NCGC00178790-03
"11,219",[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3C([O-])=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)OC1(C)C,634.61,C31H35N2NaO11,NCGC00178810-03,NCATS,1,NCGC00178810-03
"11,220",C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]23C)O[C@]11CC[C@@H](C)CO1,430.63,C27H42O4,NCGC00178811-03,NCATS,1,NCGC00178811-03
"11,221",O.O.[Na+].Cc1ccc(cc1)C(=O)c1ccc(CC([O-])=O)n1C,315.3,C15H18NNaO5,NCGC00178815-03,NCATS,2,"NCGC00178815-03,NCGC00178815-03"
"11,222",Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,215.63,C6H14ClNO5,NCGC00178826-03,NCATS,2,"NCGC00178826-03,NCGC00178826-03"
"11,223",[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+]([O-])=O,236.14,C6H8N2O8,NCGC00178830-05,NCATS,2,"NCGC00178830-05,NCGC00178830-05"
"11,224",[Na+].Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O)-c1ccccc1Cl,457.86,C19H17ClN3NaO5S,NCGC00178840-05,NCATS,1,NCGC00178840-05
"11,225",CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=C(Cl)C=CC=C1,434.87,C19H17ClN3O5S,NCGC00178840-06,NCATS,3,"NCGC00178840-06,NCGC00178840-11,NCGC00178840-12"
"11,226",[Na+].[Na+].CO[C@]1(NC(=O)C(C([O-])=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C([O-])=O,564.44,C20H18N6Na2O9S,NCGC00178851-03,NCATS,2,"NCGC00178851-03,NCGC00178851-03"
"11,227",NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,467.52,C18H37N5O9,NCGC00178852-06,NCATS,2,"NCGC00178852-05,NCGC00178852-06"
"11,228",Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)N(C)C,493.94,C23H28ClN3O7,NCGC00178854-03,NCATS,0,
"11,229",Cl.CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,348.93,C19H25ClN2S,NCGC00178860-06,NCATS,1,NCGC00178860-06
"11,230",Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO,277.23,C10H26Cl2N2O2,NCGC00178864-03,NCATS,2,"NCGC00178864-03,NCGC00178864-03"
"11,231",Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,267.25,C10H13N5O4,NCGC00178869-03,NCATS,4,"NCGC00023673-10,NCGC00023673-08,NCGC00178869-03,NCGC00023673-08"
"11,232",O.[Na+].COc1cccc(OC)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O,420.41,C17H21N2NaO7S,NCGC00178877-03,NCATS,2,"NCGC00178877-03,NCGC00178877-03"
"11,233",[Na+].CC[Hg]Sc1ccccc1C([O-])=O,404.81,C9H9HgNaO2S,NCGC00178879-04,NCATS,0,
"11,234",[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c1ccccc1)c1ccccc1,420.35,C21H26BrNO3,NCGC00178896-05,NCATS,2,"NCGC00178896-05,NCGC00178896-05"
"11,235",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,349.41,C16H19N3O4S,NCGC00178944-03,NCATS,2,"NCGC00023282-21,NCGC00178944-03"
"11,236",OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1,592.68,C23H36N4O10S2,NCGC00179034-07,NCATS,1,NCGC00179034-07
"11,237",NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,340.43,C19H24N4O2,NCGC00179034-08,NCATS,0,
"11,238",Cl.C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,456.99,C26H30ClFN2O2,NCGC00179240-04,NCATS,2,"NCGC00179240-04,NCGC00179240-04"
"11,239",Cl.CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,360.89,C10H17ClN2O4S3,NCGC00179244-03,NCATS,2,"NCGC00179244-03,NCGC00179244-03"
"11,240",CCN[C@H]1C[C@H](C)[S+]([O-])(=O)C2=C1C=C(S2)[S+](N)([O-])=O,324.43,C10H16N2O4S3,NCGC00179244-04,NCATS,2,"NCGC00179244-11,NCGC00179244-04"
"11,241",Cl.CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,320.83,C13H21ClN2O3S,NCGC00179248-03,NCATS,2,"NCGC00179248-03,NCGC00179248-03"
"11,242",Cl.CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F,536.89,C26H31Cl3F3NO,NCGC00179250-03,NCATS,1,NCGC00179250-03
"11,243",CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,500.43,C26H30Cl2F3NO,NCGC00179250-04,NCATS,3,"NCGC00179250-04,CHEMBL1107,CHEMBL1107"
"11,244",OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,"1,441.53",C42H92N10O34S5,NCGC00179265-03,NCATS,2,"NCGC00179265-03,NCGC00179265-03"
"11,245",COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,372.5,C23H32O4,NCGC00179273-03,NCATS,2,"NCGC00179273-03,NCGC00179273-03"
