CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
"10,996",Cl.O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2,332.87,C19H25ClN2O,NCGC00166415-03,NCATS,1,NCGC00166415-03
"10,997",CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,342.44,C17H30N2O5,NCGC00167328-02,NCATS,5,"NCGC00167328-03,NCGC00167328-02,NCGC00167328-03,E-64d,E-64d"
"10,998",OS(=O)(=O)CCS(O)(=O)=O.CCN(CC)CCOC(=O)C1(CCCC1)c1ccccc1.CCN(CC)CCOC(=O)C1(CCCC1)c1ccccc1,769.02,C38H60N2O10S2,NCGC00167426-03,NCATS,2,"NCGC00167426-03,NCGC00167426-03"
"10,999",CN1N=Nc2c(ncn2C1=O)C(N)=O,194.15,C6H6N6O2,NCGC00167429-04,NCATS,4,"NCGC00167429-04,NCGC00167429-04,NCGC00167429-05,NCGC00167429-05"
"11,000",CN1N=NC2=C(N=CN2C1=O)C(N)=O,194.15,C6H6N6O2,NCGC00167429-05,NCATS,4,"NCGC00167429-04,NCGC00167429-04,NCGC00167429-05,NCGC00167429-04"
"11,001",ClC1=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=CS1,387.7,C16H13Cl3N2OS,NCGC00167430-03,NCATS,2,"NCGC00167430-04,NCGC00167430-04"
"11,002",Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,387.7,C16H13Cl3N2OS,NCGC00167430-04,NCATS,2,"NCGC00167430-04,NCGC00167430-03"
"11,003",CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,529.78,C32H53N2O4,NCGC00167433-02,NCATS,2,"NCGC00167433-05,NCGC00167433-02"
"11,004",[K+].CC1=CC=CN2C(=O)C(=CN=C12)c1nnn[n-]1,266.31,C10H7KN6O,NCGC00167434-02,NCATS,2,"NCGC00167434-02,NCGC00167434-02"
"11,005",CC(C)OC(=O)C1=C(C)NC(N)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,582.66,C33H34N4O6,NCGC00167436-02,NCATS,1,NCGC00167436-02
"11,006",Cl.Cn1cc(C(=O)[C@@H]2CCc3ncnc3C2)c2ccccc12,314.79,C17H17ClN3O,NCGC00167437-02,NCATS,1,NCGC00167437-02
"11,007",[Cl-].OC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)(c1ccccc1)c1ccccc1,427.97,C25H30ClNO3,NCGC00167438-02,NCATS,5,"NCGC00167438-02,NCGC00167438-02,NCGC00167438-02,NCGC00167438-02,NCGC00167438-02"
"11,008",[Cl-].OC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)(c1ccccc1)c1ccccc1,427.97,C25H30ClNO3,NCGC00167438-02,NCATS,5,"NCGC00167438-02,NCGC00167438-02,NCGC00167438-02,NCGC00167438-02,NCGC00167438-02"
"11,009",COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,551.62,C27H29N5O6S,NCGC00167440-02,NCATS,2,"NCGC00167440-02,NCGC00167440-02"
"11,010",CCCN[C@H]1CCc2nc(N)sc2C1,211.33,C10H17N3S,NCGC00167441-02,NCATS,4,"NCGC00167441-02,NCGC00167441-02,NCGC00167441-03,NCGC00167441-03"
"11,011",CCCN[C@H]1CCC2=C(C1)SC(N)=N2,211.33,C10H17N3S,NCGC00167441-03,NCATS,4,"NCGC00167441-02,NCGC00167441-02,NCGC00167441-03,NCGC00167441-02"
"11,012",Cl.CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O,444.97,C20H29ClN2O5S,NCGC00167442-03,NCATS,2,"NCGC00167442-03,NCGC00167442-03"
"11,013",Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,453.45,C24H34Cl2N2O2,NCGC00167445-02,NCATS,2,"NCGC00167445-02,NCGC00167445-02"
"11,014",CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,360.22,C9H11Cl2N3O4S2,NCGC00167446-02,NCATS,2,"NCGC00167446-02,NCGC00167446-02"
"11,015",CCCSSC(CCO)=C(C)N(Cc1cnc(C)nc1N)C=O,356.5,C15H24N4O2S2,NCGC00167447-02,NCATS,1,NCGC00167447-02
"11,016",CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(O)=O,310.35,C16H22O6,NCGC00167448-02,NCATS,2,"NCGC00167448-02,NCGC00167448-02"
"11,017",CCC(C)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(OC(C)(CC)C(O)=O)cc1)C(O)=O,468.59,C28H36O6,NCGC00167453-02,NCATS,5,"NCGC00167453-02,NCGC00167453-02,NCGC00167453-02,NCGC00167453-03,NCGC00167453-02"
"11,018",CCC(C)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(OC(C)(CC)C(O)=O)cc1)C(O)=O,468.59,C28H36O6,NCGC00167453-02,NCATS,5,"NCGC00167453-02,NCGC00167453-02,NCGC00167453-02,NCGC00167453-03,NCGC00167453-02"
"11,019",Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,272.39,C17H24N2O,NCGC00167454-02,NCATS,2,"NCGC00167454-02,NCGC00167454-02"
"11,020",C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@H](C[C@H]1C(O)=O)Sc1ccccc1,429.55,C22H23NO4S2,NCGC00167455-02,NCATS,2,"NCGC00167455-02,NCGC00167455-02"
"11,021",CC(C)C(=O)OCC\\C(SS\\C(CCOC(=O)C(C)C)=C(\\C)N(Cc1cnc(C)nc1N)C=O)=C(/C)N(Cc1cnc(C)nc1N)C=O,702.89,C32H46N8O6S2,NCGC00167456-02,NCATS,2,"NCGC00167456-02,NCGC00167456-02"
"11,022",CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,308.42,C21H24O2,NCGC00167457-02,NCATS,0,
"11,023",Cl.CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,414.97,C24H31ClN2O2,NCGC00167459-02,NCATS,2,"NCGC00167459-02,NCGC00167459-02"
"11,024",C[C@H](\\C=C\\[C@@H](O)C1CC1)[C@H]1CC[C@H]2\\C(CCC[C@]12C)=C\\C=C1\\C[C@@H](O)C[C@H](O)C1=C,412.61,C27H40O3,NCGC00167465-02,NCATS,1,NCGC00167465-02
"11,025",ClCCN(N=O)C(=O)NC1CCCCC1,233.7,C9H16ClN3O2,NCGC00167466-02,NCATS,4,"NCGC00167466-02,NCGC00167466-02,NCGC00167466-03,NCGC00167466-03"
"11,026",ClCCN(N=O)C(=O)NC1CCCCC1,233.7,C9H16ClN3O2,NCGC00167466-03,NCATS,4,"NCGC00167466-02,NCGC00167466-02,NCGC00167466-03,NCGC00167466-02"
"11,027",[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,637.74,C34H57BrN2O4,NCGC00167467-03,NCATS,2,"NCGC00167467-03,NCGC00167467-03"
"11,028",CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,557.84,C34H57N2O4,NCGC00167467-04,NCATS,1,NCGC00167467-04
"11,029",CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,313.31,C17H15NO5,NCGC00167468-02,NCATS,2,"NCGC00167468-02,NCGC00167468-02"
"11,030",COc1ccc(cc1)C1=CC(=S)SS1,240.35,C10H8OS3,NCGC00167471-02,NCATS,1,NCGC00167471-02
"11,031",CC(C)C1=CC=C2OC3=NC(N)=C(C=C3C(=O)C2=C1)C(O)=O,298.3,C16H14N2O4,NCGC00167472-02,NCATS,4,"NCGC00167472-03,NCGC00167472-02,NCGC00167472-03,NCGC00167472-03"
"11,032",CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(O)=O,298.3,C16H14N2O4,NCGC00167472-03,NCATS,4,"NCGC00167472-03,NCGC00167472-02,NCGC00167472-03,NCGC00167472-02"
"11,033",C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O)=C\\NC(N)=O)[C@@H]1CCNC(N)=N1,652.72,C25H44N14O7,NCGC00167473-02,NCATS,2,"NCGC00167473-02,NCGC00167473-02"
"11,034",CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnnn1,439.45,C24H19N6O3,NCGC00167474-04,NCATS,1,NCGC00167474-04
"11,035",Cl.CCN(CC)C(C)C(=O)c1ccccc1,241.76,C13H20ClNO,NCGC00167475-02,NCATS,1,NCGC00167475-02
"11,036",C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@@H]3CN[C@H](CN[S+](N)([O-])=O)C3)=C(N2C1=O)C(O)=O,420.5,C15H24N4O6S2,NCGC00167485-02,NCATS,2,"NCGC00167485-02,NCGC00167485-02"
"11,037",CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,464.83,C21H16ClF3N4O3,NCGC00167488-03,NCATS,3,"NCGC00167488-03,CHEMBL1336,Sorafenib"
"11,038",Cc1ccc(cc1)S(O)(=O)=O.CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,637.03,C28H24ClF3N4O6S,NCGC00167488-08,NCATS,2,"CHEMBL1200485,CHEMBL1200485"
"11,039",Cl.COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(O)=O)c1,465.97,C24H32ClNO6,NCGC00167489-03,NCATS,1,NCGC00167489-03
"11,040",CCCCN(CCCC)CC(O)C1=C2C3=CC=C(Cl)C=C3\\C(=C\\C3=CC=C(Cl)C=C3)C2=CC(Cl)=C1,528.94,C30H32Cl3NO,NCGC00167490-02,NCATS,2,"NCGC00167490-03,NCGC00167490-03"
"11,041",CCCCN(CCCC)CC(O)c1cc(Cl)cc2\\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12,528.94,C30H32Cl3NO,NCGC00167490-03,NCATS,2,"NCGC00167490-03,NCGC00167490-02"
"11,042",NC1=CC=CC2=C1CN([C@H]1CCC(=O)NC1=O)C2=O,259.26,C13H13N3O3,NCGC00167491-02,NCATS,2,"NCGC00167491-06,NCGC00167491-02"
"11,043",Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,259.26,C13H13N3O3,NCGC00167491-04,NCATS,5,"NCGC00167491-04,NCGC00167491-04,Lenalidomide,Lenalidomide,Lenalidomide"
"11,044",Cl.COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(c1ccccc1)c1ccccc1,648.2,C36H42ClN3O6,NCGC00167492-03,NCATS,1,NCGC00167492-03
"11,045",Cl.Cl.COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,683.63,C35H40Cl2N4O6,NCGC00167493-04,NCATS,3,"NCGC00167493-04,NCGC00167493-04,NCGC00167493-04"
"11,046",Cl.Cl.COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,683.63,C35H40Cl2N4O6,NCGC00167493-04,NCATS,3,"NCGC00167493-04,NCGC00167493-04,NCGC00167493-04"
"11,047",Cl.CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,384.9,C19H29ClN2O4,NCGC00167499-02,NCATS,2,"NCGC00167499-02,NCGC00167499-02"
"11,048",CCOC(=O)\\C=C(/C)\\C=C\\C=C(/C)C=Cc1c(C)cc(OC)c(C)c1C,354.49,C23H30O3,NCGC00167500-02,NCATS,0,
"11,049",CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=CC=CC(O)=C1C3=O,811.88,C42H53NO15,NCGC00167503-02,NCATS,1,NCGC00167503-02
"11,050",CS(O)(=O)=O.CCCCc1ncc(\\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,520.62,C24H28N2O7S2,NCGC00167505-02,NCATS,1,NCGC00167505-02
"11,051",CC[C@@H]1\\C=C(C)\\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\\C)=C\\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC,810.46,C43H68ClNO11,NCGC00167506-03,NCATS,0,
"11,052",CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,581.06,C29H26ClFN4O4S,NCGC00167507-04,NCATS,0,
"11,053",[Br-].CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,448.4,C23H30BrNO3,NCGC00167509-02,NCATS,2,"NCGC00167509-02,NCGC00167509-02"
"11,054",C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,420.5,C15H24N4O6S2,NCGC00167510-02,NCATS,0,
"11,055",COC1=CC2=C(NC3=CC=C(Br)C=C3F)N=CN=C2C=C1OCC1CCN(C)CC1,475.36,C22H24BrFN4O2,NCGC00167513-03,NCATS,4,"NCGC00167513-04,NCGC00167513-04,NCGC00167513-04,Vandetanib"
"11,056",COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,475.36,C22H24BrFN4O2,NCGC00167513-04,NCATS,4,"NCGC00167513-04,NCGC00167513-04,NCGC00167513-03,Vandetanib"
"11,057",CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,288.48,C20H32O,NCGC00167514-02,NCATS,1,NCGC00167514-02
"11,058",CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,"1,030.30",C56H87NO16,NCGC00167518-03,NCATS,0,
"11,059",OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,416.47,C21H21FN2O4S,NCGC00167519-02,NCATS,1,NCGC00167519-02
"11,060",OC(=O)CCN1C2=C(C[C@@H](CC2)N[S+]([O-])(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12,416.47,C21H21FN2O4S,NCGC00167519-04,NCATS,2,"NCGC00167519-04,NCGC00167519-07"
"11,061",COC1=CC=C(C=C1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N,343.42,C20H25NO4,NCGC00167520-03,NCATS,2,"NCGC00167520-06,NCGC00167520-03"
"11,062",COc1ccc2nc(nc2n1)S(=O)Cc1ncc(C)c(OC)c1C,345.4,C16H17N4O3S,NCGC00167521-02,NCATS,2,"NCGC00167521-02,NCGC00167521-02"
"11,063",OS(O)(=O)=O.OC(CNCCCCCCNCC(O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,518.58,C22H34N2O10S,NCGC00167522-02,NCATS,2,"NCGC00167522-02,NCGC00167522-02"
"11,064",COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,274.32,C14H18N4O2,NCGC00167523-03,NCATS,2,"NCGC00167523-03,NCGC00167523-03"
"11,065",CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,317.52,C21H35NO,NCGC00167524-02,NCATS,3,"NCGC00167524-02,NCGC00167524-03,NCGC00167524-03"
"11,066",CCC(C)(C)C1=CC=C(CC(C)CN2C[C@H](C)O[C@H](C)C2)C=C1,317.52,C21H35NO,NCGC00167524-03,NCATS,3,"NCGC00167524-02,NCGC00167524-03,NCGC00167524-02"
"11,067",CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1,351.46,C21H21NO2S,NCGC00167525-02,NCATS,1,NCGC00167525-02
"11,068",CS(O)(=O)=O.CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=N)cc2)cc1,494.52,C21H26N4O8S,NCGC00167526-02,NCATS,4,"NCGC00167526-02,NCGC00167526-02,CHEMBL85164,CHEMBL85164"
"11,069",Cl.CC1CN(CCN1)c1cc2N(C=C(C(O)=O)C(=O)c2c(C)c1F)C1CC1,395.86,C19H23ClFN3O3,NCGC00167527-03,NCATS,2,"NCGC00167527-03,NCGC00167527-03"
"11,070",Cl.Cc1ncnc1CN1CCc2c(C1=O)c1ccccc1n2C,329.81,C17H18ClN4O,NCGC00167528-02,NCATS,1,NCGC00167528-02
"11,071",Cl.COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,394.9,C20H27ClN2O4,NCGC00167529-02,NCATS,2,"NCGC00167529-02,NCGC00167529-02"
"11,072",O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,400.43,C18H28N2O8,NCGC00167531-02,NCATS,2,"NCGC00167531-02,NCGC00167531-02"
"11,073",CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C,250.34,C14H22N2O2,NCGC00167531-03,NCATS,1,NCGC00167531-03
"11,074",CNC1CCCN(C1)c1c(F)cc2C(=O)C(=CN(C3CC3)c2c1OC)C(O)=O,389.43,C20H24FN3O4,NCGC00167532-01,NCATS,4,"NCGC00167532-02,NCGC00167532-01,NCGC00167532-02,NCGC00167532-02"
"11,075",CNC1CCCN(C1)c1c(F)cc2C(=O)C(=CN(C3CC3)c2c1OC)C(O)=O,389.43,C20H24FN3O4,NCGC00167532-02,NCATS,4,"NCGC00167532-02,NCGC00167532-01,NCGC00167532-02,NCGC00167532-01"
"11,076",OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCc1nc(C)c2C(=O)N=C(Nn12)c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,680.73,C29H40N6O11S,NCGC00167533-02,NCATS,1,NCGC00167533-02
"11,077",C[C@H]1COc2c3N1C=C(C(O)=O)C(=O)c3cc(F)c2C1(N)CC1,318.3,C16H15FN2O4,NCGC00167534-02,NCATS,2,"NCGC00167534-02,NCGC00167534-02"
"11,078",OC(=O)C=CC(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C,635.52,C23H34N5O14P,NCGC00167535-01,NCATS,6,"NCGC00183876-03,NCGC00167535-01,NCGC00183876-01,NCGC00183876-03,NCGC00183876-01,NCGC00183876-03"
"11,079",Cc1ccc(cc1)S(O)(=O)=O.NC1CCN(C1)c1nc2N(C=C(C(O)=O)C(=O)c2cc1F)c1ccc(F)cc1F,576.55,C26H23F3N4O6S,NCGC00167536-03,NCATS,1,NCGC00167536-03
"11,080",Cl.COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,415.96,C24H30ClNO3,NCGC00167537-02,NCATS,1,NCGC00167537-02
"11,081",Cl.CC(C)NCC(O)c1ccccc1Cl,250.16,C11H17Cl2NO,NCGC00167538-02,NCATS,2,"NCGC00167538-02,NCGC00167538-02"
"11,082",c1cc2ccccc2n1,116.14,C8H6N,NCGC00167539-03,NCATS,2,"NCGC00167539-03,NCGC00167539-03"
"11,083",Cc1cnc2ccccc12,130.17,C9H8N,NCGC00167540-03,NCATS,1,NCGC00167540-03
"11,084",CCCCCCCCCCCCCCCCC(C(O)=O)C(O)(CC(O)=O)C(O)=O,416.56,C22H40O7,NCGC00167547-02,NCATS,2,"NCGC00167547-02,NCGC00167547-02"
"11,085",CN1CCN(CC1)c1c(F)cc2C(=O)C(=CN(CCF)c2c1F)C(O)=O,369.34,C17H18F3N3O3,NCGC00167558-02,NCATS,3,"NCGC00167558-02,NCGC00167558-01,NCGC00167558-02"
"11,086",Nc1ccncc1N,109.13,C5H7N3,NCGC00167560-02,NCATS,1,NCGC00167560-02
"11,087",CN1c2nc(Br)nc2C(=O)N(C)C1=O,258.06,C7H6BrN4O2,NCGC00167564-03,NCATS,2,"NCGC00167564-03,NCGC00167564-03"
"11,088",[Na+].CN1C(CC2=C\\C(=N/NC(N)=O)C(=O)C=C12)S([O-])(=O)=O,322.27,C10H11N4NaO5S,NCGC00167565-01,NCATS,1,NCGC00167565-01
"11,089",CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c(nc5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)COc1ccc(OC)cc1,577.65,C32H37N2O8,NCGC00167569-01,NCATS,1,NCGC00167569-01
"11,090",Cl.FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1,417.9,C24H23ClF3N,NCGC00167574-03,NCATS,2,"NCGC00167574-03,NCGC00167574-03"
"11,091",Cl.CCN(CC)CCCN(C1Cc2ccccc2C1)c1ccccc1,358.95,C22H31ClN2,NCGC00167576-02,NCATS,0,
"11,092",OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl,411.86,C20H14ClN3O3S,NCGC00167729-03,NCATS,1,NCGC00167729-03
"11,093",Cl.NCCNC(=O)c1ccc(Cl)cn1,236.1,C8H11Cl2N3O,NCGC00167737-02,NCATS,2,"NCGC00167737-02,NCGC00167737-02"
"11,094",CC(C)C1=C(COC2=CC=C(\\C=C\\C3=CC=CC(=C3)C(O)=O)C(Cl)=C2)C(=NO1)C1=C(Cl)C=CC=C1Cl,542.84,C28H22Cl3NO4,NCGC00167739-03,NCATS,0,
"11,095",C\\C1=C\\CC\\C(C)=C/C2OC(=O)C(=C)C2CC1,232.32,C15H20O2,NCGC00167740-01,NCATS,0,
"11,096",CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,263.36,C16H22FNO,NCGC00167744-02,NCATS,2,"NCGC00167744-02,NCGC00167744-02"
"11,097",COC1=CC(OC)=C(Cl)C=C1NC(=O)NC1=NOC(C)=C1,311.72,C13H14ClN3O4,NCGC00167746-01,NCATS,1,NCGC00167746-01
"11,098",COC1=CC(C(C)C)=C2C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)[S+]([O-])(=O)C2=C1,556.63,C27H32N4O7S,NCGC00167751-03,NCATS,1,NCGC00167751-03
"11,099",FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1,414.34,C21H13F3N2O4,NCGC00167754-02,NCATS,1,NCGC00167754-02
"11,100",COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=CC=C(F)C=C4F)C(F)=C3)=CC=NC2=C1,469.42,C24H18F3N3O4,NCGC00167768-02,NCATS,0,
"11,101",Cl.NCCc1cc(O)c(O)cc1O,205.64,C8H12ClNO3,NCGC00167769-04,NCATS,1,NCGC00167769-04
"11,102",NC(=O)NC1=C(C=C(S1)C1=CC=C(F)C=C1)C(N)=O,279.29,C12H10FN3O2S,NCGC00167773-03,NCATS,1,CHEMBL257167
"11,103",Cl.Cl.NC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,460.82,C21H28Cl3N3O2,NCGC00167781-06,NCATS,1,NCGC00167781-06
"11,104",OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,388.89,C21H25ClN2O3,NCGC00167781-07,NCATS,2,"NCGC00167781-12,NCGC00167781-07"
"11,105",OC1=C(\\C=N\\NC(=O)CN2CCN(CC3=CC=CC=C3)CC2)C=CC=C1CC=C,392.5,C23H28N4O2,NCGC00167785-02,NCATS,0,
"11,106",O=C1O[Pt]2(NC3CCCCC3N2)OC1=O,395.28,C8H12N2O4Pt,NCGC00167798-02,NCATS,1,NCGC00167798-05
"11,107",O=C(NCCCCN1CCOCC1)C1=CC2=CC=CC=C2O1,302.37,C17H22N2O3,NCGC00167801-01,NCATS,1,NCGC00167801-01
"11,108",C[C@H](NC(=O)CC1=CC(F)=CC(F)=C1)C(=O)N[C@H](C(=O)OC(C)(C)C)C1=CC=CC=C1,432.47,C23H26F2N2O4,NCGC00167803-03,NCATS,2,"NCGC00167803-13,NCGC00167803-03"
"11,109",CC(=O)OCCN1C(=O)C2=C(C)N=C3C=CC(=CC3=C2C1=O)[S+]([O-])(=O)N1CCOCC1,447.46,C20H21N3O7S,NCGC00167805-02,NCATS,1,NCGC00167805-02
"11,110",Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,425.52,C23H24FN3O2S,NCGC00167808-02,NCATS,0,
"11,111",OC(=O)CCC1=CC=C(NCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1,347.41,C22H21NO3,NCGC00167811-03,NCATS,1,NCGC00167811-03
"11,112",CC(C)(Cc1cnc2ccccc12)NCC(O)COc1ccccc1C#N,362.45,C22H24N3O2,NCGC00167817-02,NCATS,0,
"11,113",COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=CC=C1,406.48,C24H26N2O4,NCGC00167832-04,NCATS,0,
"11,114",OC(C(O)C(O)=O)C(O)=O.COc1ccccc1OCCNCC(O)COc1cccc2nc3ccccc3c12,555.56,C28H31N2O10,NCGC00167832-06,NCATS,0,
"11,115",OC(=O)C(Cl)Cl,128.94,C2H2Cl2O2,NCGC00167845-02,NCATS,1,NCGC00167845-02
"11,116",C[C@@H](O)[C@@H]1[C@H]2CC(SCCNC=N)=C(N2C1=O)C(O)=O,299.35,C12H17N3O4S,NCGC00167958-05,NCATS,2,"NCGC00167958-05,NCGC00167958-05"
"11,117",Cl.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,474.98,C25H31ClN2O5,NCGC00167962-06,NCATS,1,NCGC00167962-06
"11,118",Cl.CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,489.06,C30H33ClN2O2,NCGC00167963-03,NCATS,0,
"11,119",C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,392.51,C19H22NO4S2,NCGC00167971-03,NCATS,2,"NCGC00167971-03,NCGC00167971-03"
"11,120",Cl.CCc1ccc(cc1)C(=O)C(C)CN1CCCCC1,295.85,C17H26ClNO,NCGC00167973-02,NCATS,2,"NCGC00167973-02,NCGC00167973-02"
