CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits,GroupID
10753,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],263.25,C12H13N3O4,NCGC00164265-02,NCATS,1,NCGC00164265-02,2296
4610,OC(=O)CCCC1=CNC2=CC=CC=C12,203.24,C12H13NO2,NCGC00164296-03,NCATS,2,"NCGC00164296-05,NCGC00164296-03",2297
10754,OC(=O)CCCC1=CNC2=CC=CC=C12,203.24,C12H13NO2,NCGC00164296-03,NCATS,2,"NCGC00164296-03,NCGC00164296-05",2297
4611,OC(=O)CCCC1=CNC2=CC=CC=C12,203.24,C12H13NO2,NCGC00164296-05,NCATS,2,"NCGC00164296-03,NCGC00164296-03",2297
4612,CCCCCCCC\\C=C/CCCCCCCCN,267.5,C18H37N,NCGC00164329-03,NCATS,1,NCGC00164329-03,2298
10755,CCCCCCCC\\C=C/CCCCCCCCN,267.5,C18H37N,NCGC00164329-03,NCATS,1,NCGC00164329-03,2298
4615,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,292.42,C14H32N2O4,NCGC00164339-05,NCATS,1,NCGC00164339-05,2299
10757,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,292.42,C14H32N2O4,NCGC00164339-05,NCATS,1,NCGC00164339-05,2299
4617,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,182.17,C6H14O6,NCGC00164353-03,NCATS,1,NCGC00164353-03,2300
10759,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,182.17,C6H14O6,NCGC00164353-03,NCATS,1,NCGC00164353-03,2300
4619,CCCCCCCCCCCCCCCC(O)=O,256.43,C16H32O2,NCGC00164358-03,NCATS,1,NCGC00164358-03,2301
10761,CCCCCCCCCCCCCCCC(O)=O,256.43,C16H32O2,NCGC00164358-03,NCATS,1,NCGC00164358-03,2301
4621,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,302.41,C19H26O3,NCGC00164380-02,NCATS,2,"NCGC00164380-02,NCGC00344560-01",2302
10763,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,302.41,C19H26O3,NCGC00164380-02,NCATS,2,"NCGC00164380-02,NCGC00344560-01",2302
12390,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,302.41,C19H26O3,NCGC00344560-01,NCATS,2,"NCGC00164380-02,NCGC00164380-02",2302
4623,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
4624,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
4625,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
10766,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
10767,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
10768,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
10769,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.13,C8HF17O3S,NCGC00164449-04,NCATS,6,"NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04,NCGC00164449-04",2303
4626,CNC(=O)NC(O)C(Cl)(Cl)Cl,221.46,C4H7Cl3N2O2,NCGC00164480-02,NCATS,1,NCGC00164480-02,2304
10770,CNC(=O)NC(O)C(Cl)(Cl)Cl,221.46,C4H7Cl3N2O2,NCGC00164480-02,NCATS,1,NCGC00164480-02,2304
4627,COc1ccc(cc1)C(=O)N1CCN(CC(=O)N2CCOCC2)CC1,347.42,C18H25N3O4,NCGC00164482-02,NCATS,1,NCGC00164482-02,2305
10771,COc1ccc(cc1)C(=O)N1CCN(CC(=O)N2CCOCC2)CC1,347.42,C18H25N3O4,NCGC00164482-02,NCATS,1,NCGC00164482-02,2305
4628,Nc1ccc(C=Cc2ccc(N)cc2S(O)(=O)=O)c(c1)S(O)(=O)=O,370.39,C14H14N2O6S2,NCGC00164487-02,NCATS,1,NCGC00164487-02,2306
10774,Nc1ccc(C=Cc2ccc(N)cc2S(O)(=O)=O)c(c1)S(O)(=O)=O,370.39,C14H14N2O6S2,NCGC00164487-02,NCATS,1,NCGC00164487-02,2306
4629,Nc1nc(N)c(s1)-c1ccccc1,191.25,C9H9N3S,NCGC00164489-04,NCATS,1,NCGC00164489-04,2307
10775,Nc1nc(N)c(s1)-c1ccccc1,191.25,C9H9N3S,NCGC00164489-04,NCATS,1,NCGC00164489-04,2307
4630,Cc1cccc(C)c1NC(=O)CN(CC(O)=O)CC(O)=O,294.31,C14H18N2O5,NCGC00164491-02,NCATS,1,NCGC00164491-02,2308
10776,Cc1cccc(C)c1NC(=O)CN(CC(O)=O)CC(O)=O,294.31,C14H18N2O5,NCGC00164491-02,NCATS,1,NCGC00164491-02,2308
4632,CC(=O)Nc1ncc(s1)[N+]([O-])=O,187.17,C5H5N3O3S,NCGC00164494-02,NCATS,1,NCGC00164494-02,2309
10778,CC(=O)Nc1ncc(s1)[N+]([O-])=O,187.17,C5H5N3O3S,NCGC00164494-02,NCATS,1,NCGC00164494-02,2309
4633,NC(=S)N\\N=C\\c1cccnc1,180.23,C7H8N4S,NCGC00164495-02,NCATS,1,NCGC00164495-02,2310
10779,NC(=S)N\\N=C\\c1cccnc1,180.23,C7H8N4S,NCGC00164495-02,NCATS,1,NCGC00164495-02,2310
4634,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCCCC1,324.44,C16H24N2O3S,NCGC00164497-02,NCATS,1,NCGC00164497-02,2311
10780,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCCCC1,324.44,C16H24N2O3S,NCGC00164497-02,NCATS,1,NCGC00164497-02,2311
4635,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCC1,282.36,C13H18N2O3S,NCGC00164498-02,NCATS,1,NCGC00164498-02,2312
10781,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCC1,282.36,C13H18N2O3S,NCGC00164498-02,NCATS,1,NCGC00164498-02,2312
4637,O\\N=C/c1ccc(o1)[N+]([O-])=O,156.1,C5H4N2O4,NCGC00164507-03,NCATS,1,NCGC00164507-03,2313
10786,O\\N=C/c1ccc(o1)[N+]([O-])=O,156.1,C5H4N2O4,NCGC00164507-03,NCATS,1,NCGC00164507-03,2313
4638,OCCNC(=O)\\C=C\\c1ccccc1,191.23,C11H13NO2,NCGC00164510-02,NCATS,1,NCGC00164510-02,2314
10787,OCCNC(=O)\\C=C\\c1ccccc1,191.23,C11H13NO2,NCGC00164510-02,NCATS,1,NCGC00164510-02,2314
4640,OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O,257.25,C14H11NO4,NCGC00164513-02,NCATS,1,NCGC00164513-02,2315
10789,OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O,257.25,C14H11NO4,NCGC00164513-02,NCATS,1,NCGC00164513-02,2315
4641,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,228.32,C7H16O4S2,NCGC00164515-02,NCATS,1,NCGC00164515-02,2316
10790,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,228.32,C7H16O4S2,NCGC00164515-02,NCATS,1,NCGC00164515-02,2316
4642,Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,282.77,C14H19ClN2O2,NCGC00164516-02,NCATS,1,NCGC00164516-02,2317
10791,Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,282.77,C14H19ClN2O2,NCGC00164516-02,NCATS,1,NCGC00164516-02,2317
4646,CCNC(=O)\\C=C\\c1cccc(Br)c1,254.13,C11H12BrNO,NCGC00164530-03,NCATS,1,NCGC00164530-03,2318
10795,CCNC(=O)\\C=C\\c1cccc(Br)c1,254.13,C11H12BrNO,NCGC00164530-03,NCATS,1,NCGC00164530-03,2318
4647,CCC(=O)Nc1ccc(O)cc1,165.19,C9H11NO2,NCGC00164532-02,NCATS,1,NCGC00164532-02,2319
10796,CCC(=O)Nc1ccc(O)cc1,165.19,C9H11NO2,NCGC00164532-02,NCATS,1,NCGC00164532-02,2319
4650,Cl.CC1NCCOC1c1ccccc1,213.71,C11H16ClNO,NCGC00164535-02,NCATS,1,NCGC00164535-02,2320
10799,Cl.CC1NCCOC1c1ccccc1,213.71,C11H16ClNO,NCGC00164535-02,NCATS,1,NCGC00164535-02,2320
4651,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,284.78,C14H21ClN2O2,NCGC00164540-02,NCATS,1,NCGC00164540-02,2321
10801,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,284.78,C14H21ClN2O2,NCGC00164540-02,NCATS,1,NCGC00164540-02,2321
4652,NC(=O)NS(=O)(=O)c1ccc(N)cc1,215.23,C7H9N3O3S,NCGC00164541-03,NCATS,1,NCGC00164541-03,2322
10802,NC(=O)NS(=O)(=O)c1ccc(N)cc1,215.23,C7H9N3O3S,NCGC00164541-03,NCATS,1,NCGC00164541-03,2322
4653,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,363.5,C20H33N3O3,NCGC00164542-02,NCATS,1,NCGC00164542-02,2323
10803,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,363.5,C20H33N3O3,NCGC00164542-02,NCATS,1,NCGC00164542-02,2323
4654,Clc1ccccc1C1CS\\C(S1)=C(/C#N)n1ccnc1,319.83,C14H10ClN3S2,NCGC00164544-02,NCATS,1,NCGC00164544-02,2324
10805,Clc1ccccc1C1CS\\C(S1)=C(/C#N)n1ccnc1,319.83,C14H10ClN3S2,NCGC00164544-02,NCATS,1,NCGC00164544-02,2324
4655,C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(O)=O,285.31,C12H15NO5S,NCGC00164546-02,NCATS,1,NCGC00164546-02,2325
10806,C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(O)=O,285.31,C12H15NO5S,NCGC00164546-02,NCATS,1,NCGC00164546-02,2325
4665,Cl.CN(C)CCOC(=O)C(OCC#C)(c1ccccc1)c1ccccc1,373.88,C21H24ClNO3,NCGC00164558-02,NCATS,1,NCGC00164558-02,2326
10817,Cl.CN(C)CCOC(=O)C(OCC#C)(c1ccccc1)c1ccccc1,373.88,C21H24ClNO3,NCGC00164558-02,NCATS,1,NCGC00164558-02,2326
4672,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+]([O-])=O,295.3,C16H13N3O3,NCGC00164577-02,NCATS,1,NCGC00164577-02,2327
10830,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+]([O-])=O,295.3,C16H13N3O3,NCGC00164577-02,NCATS,1,NCGC00164577-02,2327
4676,Cl.COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,403.9,C22H26ClNO4,NCGC00164586-02,NCATS,1,NCGC00164586-02,2328
10836,Cl.COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,403.9,C22H26ClNO4,NCGC00164586-02,NCATS,1,NCGC00164586-02,2328
4677,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O,569.61,C22H43N5O12,NCGC00164587-04,NCATS,2,"NCGC00263527-02,NCGC00263527-02",2329
6031,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O,569.61,C22H43N5O12,NCGC00263527-02,NCATS,2,"NCGC00164587-04,NCGC00263527-02",2329
12226,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O,569.61,C22H43N5O12,NCGC00263527-02,NCATS,2,"NCGC00164587-04,NCGC00263527-02",2329
4678,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,288.38,C12H16O4S2,NCGC00164588-02,NCATS,2,"NCGC00164588-02,NCGC00164588-03",2330
10837,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,288.38,C12H16O4S2,NCGC00164588-02,NCATS,2,"NCGC00164588-02,NCGC00164588-03",2330
10838,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,288.38,C12H16O4S2,NCGC00164588-03,NCATS,2,"NCGC00164588-02,NCGC00164588-02",2330
10849,COc1cccc(n1)N(C)C(=S)Oc1ccc2CCCCc2c1,328.43,C18H20N2O2S,NCGC00164601-02,NCATS,2,"NCGC00164601-03,NCGC00164601-03",2331
4684,COC1=NC(=CC=C1)N(C)C(=S)OC1=CC=C2CCCCC2=C1,328.43,C18H20N2O2S,NCGC00164601-03,NCATS,2,"NCGC00164601-02,NCGC00164601-03",2331
10850,COC1=NC(=CC=C1)N(C)C(=S)OC1=CC=C2CCCCC2=C1,328.43,C18H20N2O2S,NCGC00164601-03,NCATS,2,"NCGC00164601-03,NCGC00164601-02",2331
4686,COc1cc(cc(OC)c1OC)C(=O)N1CCCCCCC1,307.39,C17H25NO4,NCGC00164606-02,NCATS,1,NCGC00164606-02,2332
10853,COc1cc(cc(OC)c1OC)C(=O)N1CCCCCCC1,307.39,C17H25NO4,NCGC00164606-02,NCATS,1,NCGC00164606-02,2332
4688,C\\C(\\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1,319.39,C15H13NO3S2,NCGC00164613-03,NCATS,1,NCGC00164613-03,2333
10855,C\\C(\\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1,319.39,C15H13NO3S2,NCGC00164613-03,NCATS,1,NCGC00164613-03,2333
4691,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O,412.53,C28H28O3,NCGC00164617-04,NCATS,2,"NCGC00164617-04,NCGC00164617-05",2334
10858,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O,412.53,C28H28O3,NCGC00164617-04,NCATS,2,"NCGC00164617-04,NCGC00164617-05",2334
10859,COC1=CC=C(C=C1C12CC3CC(CC(C3)C1)C2)C1=CC=C2C=C(C=CC2=C1)C(O)=O,412.53,C28H28O3,NCGC00164617-05,NCATS,2,"NCGC00164617-04,NCGC00164617-04",2334
4694,[Br-].C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,417.39,C22H29BrN2O,NCGC00164621-02,NCATS,1,NCGC00164621-02,2335
10863,[Br-].C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,417.39,C22H29BrN2O,NCGC00164621-02,NCATS,1,NCGC00164621-02,2335
4697,Cl.Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,412,C20H26ClNO2S2,NCGC00164626-02,NCATS,1,NCGC00164626-02,2336
10869,Cl.Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,412,C20H26ClNO2S2,NCGC00164626-02,NCATS,1,NCGC00164626-02,2336
4698,COc1cc(CC=C)cc(C(=O)NCCO)c1O,251.28,C13H17NO4,NCGC00164629-02,NCATS,2,"NCGC00164629-02,NCGC00164629-03",2337
10870,COc1cc(CC=C)cc(C(=O)NCCO)c1O,251.28,C13H17NO4,NCGC00164629-02,NCATS,2,"NCGC00164629-02,NCGC00164629-03",2337
10871,COC1=C(O)C(=CC(CC=C)=C1)C(=O)NCCO,251.28,C13H17NO4,NCGC00164629-03,NCATS,2,"NCGC00164629-02,NCGC00164629-02",2337
4705,CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(OC(C)=O)cc1,364.44,C23H24O4,NCGC00165767-04,NCATS,1,NCGC00165767-04,2338
10886,CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(OC(C)=O)cc1,364.44,C23H24O4,NCGC00165767-04,NCATS,1,NCGC00165767-04,2338
4706,Cl.CCOC(=O)COc1ccc2C(C)=C(CCN(CC)CC)C(=O)Oc2c1Cl,432.34,C20H27Cl2NO5,NCGC00165769-03,NCATS,1,NCGC00165769-03,2339
10888,Cl.CCOC(=O)COc1ccc2C(C)=C(CCN(CC)CC)C(=O)Oc2c1Cl,432.34,C20H27Cl2NO5,NCGC00165769-03,NCATS,1,NCGC00165769-03,2339
4707,COC1=CC=C(NC2=NC(NCCO)=CC=N2)C=C1,260.3,C13H16N4O2,NCGC00165770-03,NCATS,1,NCGC00165770-03,2340
10889,COC1=CC=C(NC2=NC(NCCO)=CC=N2)C=C1,260.3,C13H16N4O2,NCGC00165770-03,NCATS,1,NCGC00165770-03,2340
4708,CCCCCCCCC1OC(=O)C(=C)C1C(O)=O,254.33,C14H22O4,NCGC00165772-02,NCATS,1,NCGC00165772-02,2341
10890,CCCCCCCCC1OC(=O)C(=C)C1C(O)=O,254.33,C14H22O4,NCGC00165772-02,NCATS,1,NCGC00165772-02,2341
4710,OC(=O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.82,C16H16ClNO4S,NCGC00165787-03,NCATS,1,NCGC00165787-03,2342
10893,OC(=O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.82,C16H16ClNO4S,NCGC00165787-03,NCATS,1,NCGC00165787-03,2342
4712,CC(OC(=O)NC1=C(ON=C1C)C1=CC=C(CSCCC(O)=O)C=C1)C1=C(Cl)C=CC=C1,474.96,C23H23ClN2O5S,NCGC00165816-02,NCATS,1,NCGC00165816-02,2343
10899,CC(OC(=O)NC1=C(ON=C1C)C1=CC=C(CSCCC(O)=O)C=C1)C1=C(Cl)C=CC=C1,474.96,C23H23ClN2O5S,NCGC00165816-02,NCATS,1,NCGC00165816-02,2343
4717,ClC1=CC=CC=C1C(N1C=CC=N1)(C1=CC=CC=C1)C1=CC=CC=C1,344.84,C22H17ClN2,NCGC00165909-03,NCATS,1,NCGC00165909-03,2344
10910,ClC1=CC=CC=C1C(N1C=CC=N1)(C1=CC=CC=C1)C1=CC=CC=C1,344.84,C22H17ClN2,NCGC00165909-03,NCATS,1,NCGC00165909-03,2344
4718,NC(=O)C1=CC(=CC=C1)C1=CC=CC(OC(=O)NC2CCCCC2)=C1,338.41,C20H22N2O3,NCGC00165915-03,NCATS,1,NCGC00165915-03,2345
10911,NC(=O)C1=CC(=CC=C1)C1=CC=CC(OC(=O)NC2CCCCC2)=C1,338.41,C20H22N2O3,NCGC00165915-03,NCATS,1,NCGC00165915-03,2345
4720,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,462.08,C10F18,NCGC00165971-02,NCATS,1,NCGC00165971-02,2346
10913,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,462.08,C10F18,NCGC00165971-02,NCATS,1,NCGC00165971-02,2346
4721,OCC(O)CS,108.16,C3H8O2S,NCGC00165973-02,NCATS,1,NCGC00165973-02,2347
10914,OCC(O)CS,108.16,C3H8O2S,NCGC00165973-02,NCATS,1,NCGC00165973-02,2347
4723,OCCCc1ccccc1,136.19,C9H12O,NCGC00165987-03,NCATS,1,NCGC00165987-03,2348
10916,OCCCc1ccccc1,136.19,C9H12O,NCGC00165987-03,NCATS,1,NCGC00165987-03,2348
4725,OS(=O)(=O)NC1CCCCC1,179.23,C6H13NO3S,NCGC00165999-03,NCATS,1,NCGC00165999-03,2349
10918,OS(=O)(=O)NC1CCCCC1,179.23,C6H13NO3S,NCGC00165999-03,NCATS,1,NCGC00165999-03,2349
4730,CCCCCCCCCCCCCCCCN,241.46,C16H35N,NCGC00166024-02,NCATS,1,NCGC00166024-02,2350
10923,CCCCCCCCCCCCCCCCN,241.46,C16H35N,NCGC00166024-02,NCATS,1,NCGC00166024-02,2350
4731,COc1cc(O)cc(O)c1,140.14,C7H8O3,NCGC00166043-02,NCATS,1,NCGC00166043-02,2351
10924,COc1cc(O)cc(O)c1,140.14,C7H8O3,NCGC00166043-02,NCATS,1,NCGC00166043-02,2351
4732,Cl.CNCc1ccccc1,157.64,C8H12ClN,NCGC00166047-03,NCATS,1,NCGC00166047-03,2352
10925,Cl.CNCc1ccccc1,157.64,C8H12ClN,NCGC00166047-03,NCATS,1,NCGC00166047-03,2352
4733,O.O.[Na+].[Na+].O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,297.95,C5H4FeN6Na2O3,NCGC00166055-03,NCATS,1,NCGC00166055-03,2353
10926,O.O.[Na+].[Na+].O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,297.95,C5H4FeN6Na2O3,NCGC00166055-03,NCATS,1,NCGC00166055-03,2353
4734,CCOC(=O)c1cccnc1,151.16,C8H9NO2,NCGC00166056-02,NCATS,1,NCGC00166056-02,2354
10927,CCOC(=O)c1cccnc1,151.16,C8H9NO2,NCGC00166056-02,NCATS,1,NCGC00166056-02,2354
4736,OCc1ccccn1,109.13,C6H7NO,NCGC00166075-02,NCATS,1,NCGC00166075-02,2355
10929,OCc1ccccn1,109.13,C6H7NO,NCGC00166075-02,NCATS,1,NCGC00166075-02,2355
4739,Cc1ccccc1\\N=N\\c1ccc(\\N=N\\c2c(O)ccc3ccccc23)c(C)c1,380.45,C24H20N4O,NCGC00166079-02,NCATS,1,NCGC00166079-02,2356
10932,Cc1ccccc1\\N=N\\c1ccc(\\N=N\\c2c(O)ccc3ccccc23)c(C)c1,380.45,C24H20N4O,NCGC00166079-02,NCATS,1,NCGC00166079-02,2356
4741,OC(=O)c1ccc[n+]([O-])c1,139.11,C6H5NO3,NCGC00166106-03,NCATS,1,NCGC00166106-03,2357
10937,OC(=O)c1ccc[n+]([O-])c1,139.11,C6H5NO3,NCGC00166106-03,NCATS,1,NCGC00166106-03,2357
4743,[Na+].[Na+].[O-]C(=O)c1ccccc1C1=C2C=C(Br)C(=O)C(Br)=C2Oc2c(Br)c([O-])c(Br)cc12,691.86,C20H6Br4Na2O5,NCGC00166114-03,NCATS,1,NCGC00166114-03,2358
10939,[Na+].[Na+].[O-]C(=O)c1ccccc1C1=C2C=C(Br)C(=O)C(Br)=C2Oc2c(Br)c([O-])c(Br)cc12,691.86,C20H6Br4Na2O5,NCGC00166114-03,NCATS,1,NCGC00166114-03,2358
4745,NCc1cccnc1,108.14,C6H8N2,NCGC00166118-02,NCATS,1,NCGC00166118-02,2359
10941,NCc1cccnc1,108.14,C6H8N2,NCGC00166118-02,NCATS,1,NCGC00166118-02,2359
4746,O=C(OCc1ccccc1)C=Cc1ccccc1,238.29,C16H14O2,NCGC00166124-03,NCATS,1,NCGC00166124-03,2360
10942,O=C(OCc1ccccc1)C=Cc1ccccc1,238.29,C16H14O2,NCGC00166124-03,NCATS,1,NCGC00166124-03,2360
10945,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,396.57,C26H36O3,NCGC00166134-02,NCATS,1,NCGC00166134-03,2361
4749,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,396.57,C26H36O3,NCGC00166134-03,NCATS,1,NCGC00166134-02,2361
4754,CCN(Cc1ccc(Cl)nc1)C(\\NC)=C\\[N+]([O-])=O,270.72,C11H15ClN4O2,NCGC00166149-02,NCATS,1,NCGC00166149-02,2362
10953,CCN(Cc1ccc(Cl)nc1)C(\\NC)=C\\[N+]([O-])=O,270.72,C11H15ClN4O2,NCGC00166149-02,NCATS,1,NCGC00166149-02,2362
4756,CCOP(=S)(OCC)O\\N=C(/C#N)c1ccccc1,298.3,C12H15N2O3PS,NCGC00166158-02,NCATS,1,NCGC00166158-02,2363
10955,CCOP(=S)(OCC)O\\N=C(/C#N)c1ccccc1,298.3,C12H15N2O3PS,NCGC00166158-02,NCATS,1,NCGC00166158-02,2363
4757,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,354.81,C5H6Cl6N2O3,NCGC00166200-02,NCATS,1,NCGC00166200-02,2364
10956,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,354.81,C5H6Cl6N2O3,NCGC00166200-02,NCATS,1,NCGC00166200-02,2364
4758,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,393.73,C8H5BrCl6,NCGC00166203-02,NCATS,1,NCGC00166203-02,2365
10957,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,393.73,C8H5BrCl6,NCGC00166203-02,NCATS,1,NCGC00166203-02,2365
4760,OC(=O)CN1c2ccccc2C(=O)c2ccccc12,253.26,C15H11NO3,NCGC00166207-02,NCATS,1,NCGC00166207-02,2366
10959,OC(=O)CN1c2ccccc2C(=O)c2ccccc12,253.26,C15H11NO3,NCGC00166207-02,NCATS,1,NCGC00166207-02,2366
4761,Cc1ccc(Cl)c(O)c1,142.58,C7H7ClO,NCGC00166212-02,NCATS,1,NCGC00166212-02,2367
10960,Cc1ccc(Cl)c(O)c1,142.58,C7H7ClO,NCGC00166212-02,NCATS,1,NCGC00166212-02,2367
4765,NCc1ccccc1Sc1ccccc1CO,245.34,C14H15NOS,NCGC00166219-02,NCATS,1,NCGC00166219-02,2368
10965,NCc1ccccc1Sc1ccccc1CO,245.34,C14H15NOS,NCGC00166219-02,NCATS,1,NCGC00166219-02,2368
4766,OC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F,266.22,C14H9F3O2,NCGC00166227-02,NCATS,1,NCGC00166227-02,2369
